uniprot_acc,organism,mlo,rol,db,hgnc_id,gene_name,approved_name,gene_id
P26038,Homo sapiens,postsynaptic density,client,drllps,HGNC:7373,MSN,moesin,4478.0
P26196,Homo sapiens," p-body,  postsynaptic density,  stress granule, nucleolus, null_phasepdb_ht, p-body, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_rev, phasepdb_uniprot",HGNC:2747,DDX6,DEAD-box helicase 6,1656.0
P26232,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:2510,CTNNA2,catenin alpha 2,1496.0
P26358,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:2976,DNMT1,DNA methyltransferase 1,1786.0
P26368,Homo sapiens," nucleolus, nuclear speckle, nucleolus, null_phasepdb_ht, p-body","regulator, driver, component, client","drllps, phasepdb_ht, phasepro",HGNC:23156,U2AF2,U2 small nuclear RNA auxiliary factor 2,11338.0
P26373,Homo sapiens," postsynaptic density, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:10303,RPL13,ribosomal protein L13,6137.0
P26374,Homo sapiens,stress granule,regulator,drllps,HGNC:1941,CHML,CHM like Rab escort protein,1122.0
P26378,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:3315,ELAVL4,ELAV like RNA binding protein 4,1996.0
P26447,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:10494,S100A4,S100 calcium binding protein A4,6275.0
P26583,Homo sapiens,nucleolus,client,drllps,HGNC:5000,HMGB2,high mobility group box 2,3148.0
P26599,Homo sapiens," nuclear speckle,  nucleolus,  others,  stress granule, droplet, nucleolus, p-body, stress granule","driver, component","drllps, phasepdb_ht",HGNC:9583,PTBP1,polypyrimidine tract binding protein 1,5725.0
P26639,Homo sapiens,nucleolus,client,drllps,HGNC:11572,TARS1,threonyl-tRNA synthetase 1,6897.0
P26640,Homo sapiens,nucleolus,client,drllps,HGNC:12651,VARS1,valyl-tRNA synthetase 1,7407.0
P26641,Homo sapiens," stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:3213,EEF1G,eukaryotic translation elongation factor 1 gamma,1937.0
P26651,Homo sapiens,"p-body, stress granule",component,"phasepdb_rev, phasepdb_uniprot",HGNC:12862,ZFP36,ZFP36 ring finger protein,7538.0
P27105,Homo sapiens,postsynaptic density,client,drllps,HGNC:3383,STOM,stomatin,2040.0
P27144,Homo sapiens,nucleolus,client,drllps,HGNC:363,AK4,adenylate kinase 4,205.0
P27338,Homo sapiens,postsynaptic density,client,drllps,HGNC:6834,MAOB,monoamine oxidase B,4129.0
P27348,Homo sapiens," postsynaptic density, stress granule","component, client","drllps, phasepdb_ht",HGNC:12854,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,10971.0
P27361,Homo sapiens," others,  postsynaptic density, centrosome/spindle pole body, null_phasepdb_ht",regulator,"drllps, phasepdb_ht",HGNC:6877,MAPK3,mitogen-activated protein kinase 3,5595.0
P27448,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6897,MARK3,microtubule affinity regulating kinase 3,4140.0
P27635,Homo sapiens," p-body,  stress granule, nucleolus, p-body","regulator, component","drllps, phasepdb_ht",HGNC:10298,RPL10,ribosomal protein L10,6134.0
P27694,Homo sapiens,"null_phasepdb_ht, pml body","regulator, component","phasepdb_ht, phasepdb_uniprot",HGNC:10289,RPA1,replication protein A1,6117.0
P27695,Homo sapiens," stress granule, nucleolus, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht",HGNC:587,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,328.0
P27707,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:2704,DCK,deoxycytidine kinase,1633.0
P27708,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:1424,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",790.0
P27797,Homo sapiens," stress granule, nucleolus",client,drllps,HGNC:1455,CALR,calreticulin,811.0
P27815,Homo sapiens,"null_phasepdb_ht, others","regulator, client","drllps, phasepdb_ht",HGNC:8780,PDE4A,phosphodiesterase 4A,5141.0
P27816,Homo sapiens," postsynaptic density,  stress granule, centrosome/spindle pole body, stress granule","component, client","drllps, phasepdb_ht",HGNC:6862,MAP4,microtubule associated protein 4,4134.0
P27986,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8979,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,5295.0
P28066,Homo sapiens,nucleolus,client,drllps,HGNC:9534,PSMA5,proteasome 20S subunit alpha 5,5686.0
P28072,Homo sapiens,postsynaptic density,client,drllps,HGNC:9543,PSMB6,proteasome 20S subunit beta 6,5694.0
P28074,Homo sapiens,pml nuclear body,client,drllps,HGNC:9542,PSMB5,proteasome 20S subunit beta 5,5693.0
P28161,Homo sapiens,postsynaptic density,client,drllps,HGNC:4634,GSTM2,glutathione S-transferase mu 2,2946.0
P28288,Homo sapiens,postsynaptic density,client,drllps,HGNC:67,ABCD3,ATP binding cassette subfamily D member 3,5825.0
P28289,Homo sapiens,postsynaptic density,client,drllps,HGNC:11871,TMOD1,tropomodulin 1,7111.0
P28331,Homo sapiens,postsynaptic density,client,drllps,HGNC:7707,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,4719.0
P28370,Homo sapiens,nucleolus,client,drllps,HGNC:11097,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",6594.0
P28482,Homo sapiens," postsynaptic density, centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:6871,MAPK1,mitogen-activated protein kinase 1,5594.0
P28562,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:3064,DUSP1,dual specificity phosphatase 1,1843.0
P28676,Homo sapiens,stress granule,client,drllps,HGNC:15990,GCA,grancalcin,25801.0
P28827,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9675,PTPRM,protein tyrosine phosphatase receptor type M,5797.0
P28838,Homo sapiens,postsynaptic density,client,drllps,HGNC:18449,LAP3,leucine aminopeptidase 3,51056.0
P29083,Homo sapiens," stress granule, p-body",regulator,drllps,HGNC:4650,GTF2E1,general transcription factor IIE subunit 1,2960.0
P29084,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:4651,GTF2E2,general transcription factor IIE subunit 2,2961.0
P29122,Homo sapiens,p-body,regulator,drllps,HGNC:8569,PCSK6,proprotein convertase subtilisin/kexin type 6,5046.0
P29144,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:12016,TPP2,tripeptidyl peptidase 2,7174.0
P29218,Homo sapiens,postsynaptic density,client,drllps,HGNC:6050,IMPA1,inositol monophosphatase 1,3612.0
P29322,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:3391,EPHA8,EPH receptor A8,2046.0
P29323,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:3393,EPHB2,EPH receptor B2,2048.0
P29350,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9658,PTPN6,protein tyrosine phosphatase non-receptor type 6,5777.0
P29372,Homo sapiens,stress granule,regulator,drllps,HGNC:7211,MPG,N-methylpurine DNA glycosylase,4350.0
P29375,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:9886,KDM5A,lysine demethylase 5A,5927.0
P29376,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6721,LTK,leukocyte receptor tyrosine kinase,4058.0
P29401,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:11834,TKT,transketolase,7086.0
P29508,Homo sapiens," p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:10569,SERPINB3,serpin family B member 3,6317.0
P29558,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:9907,RBMS1,RNA binding motif single stranded interacting protein 1,5937.0
P29590,Homo sapiens," centrosome/spindle pole body, null_phasepdb_ht, pml body, pml nuclear body","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepro",HGNC:9113,PML,PML nuclear body scaffold,5371.0
P29622,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8948,SERPINA4,serpin family A member 4,5267.0
P29692,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:3211,EEF1D,eukaryotic translation elongation factor 1 delta,1936.0
P29728,Homo sapiens,stress granule,client,drllps,HGNC:8087,OAS2,2'-5'-oligoadenylate synthetase 2,4939.0
P29762,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:2338,CRABP1,cellular retinoic acid binding protein 1,1381.0
P29803,Homo sapiens,nucleolus,client,drllps,HGNC:8807,PDHA2,pyruvate dehydrogenase E1 subunit alpha 2,5161.0
P29966,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:6759,MARCKS,myristoylated alanine rich protein kinase C substrate,4082.0
P29992,Homo sapiens,postsynaptic density,client,drllps,HGNC:4379,GNA11,G protein subunit alpha 11,2767.0
P30038,Homo sapiens,postsynaptic density,client,drllps,HGNC:406,ALDH4A1,aldehyde dehydrogenase 4 family member A1,8659.0
P30041,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:16753,PRDX6,peroxiredoxin 6,9588.0
P30043,Homo sapiens,postsynaptic density,client,drllps,HGNC:1063,BLVRB,biliverdin reductase B,645.0
P30044,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:9355,PRDX5,peroxiredoxin 5,25824.0
P30049,Homo sapiens,postsynaptic density,client,drllps,HGNC:837,ATP5F1D,ATP synthase F1 subunit delta,513.0
P30050,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:10302,RPL12,ribosomal protein L12,6136.0
P30085,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:18170,CMPK1,cytidine/uridine monophosphate kinase 1,51727.0
P30086,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:8630,PEBP1,phosphatidylethanolamine binding protein 1,5037.0
P30101,Homo sapiens," postsynaptic density,  stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:4606,PDIA3,protein disulfide isomerase family A member 3,2923.0
P30153,Homo sapiens," postsynaptic density, null_phasepdb_ht, stress granule",regulator,"drllps, phasepdb_ht",HGNC:9302,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,5518.0
P30154,Homo sapiens,"null_phasepdb_ht, stress granule","regulator, client","drllps, phasepdb_ht",HGNC:9303,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,5519.0
P30260,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:1728,CDC27,cell division cycle 27,996.0
P30305,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:1726,CDC25B,cell division cycle 25B,994.0
P30307,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:1727,CDC25C,cell division cycle 25C,995.0
P30405,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:9259,PPIF,peptidylprolyl isomerase F,10105.0
P30519,Homo sapiens,postsynaptic density,client,drllps,HGNC:5014,HMOX2,heme oxygenase 2,3163.0
P30530,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:905,AXL,AXL receptor tyrosine kinase,558.0
P30613,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9020,PKLR,pyruvate kinase L/R,5313.0
P30626,Homo sapiens," postsynaptic density, stress granule","component, client","drllps, phasepdb_ht",HGNC:11292,SRI,sorcin,6717.0
P30837,Homo sapiens,nucleolus,client,drllps,HGNC:407,ALDH1B1,aldehyde dehydrogenase 1 family member B1,219.0
P30876,Homo sapiens,stress granule,regulator,drllps,HGNC:9188,POLR2B,RNA polymerase II subunit B,5431.0
P31146,Homo sapiens,postsynaptic density,client,drllps,HGNC:2252,CORO1A,coronin 1A,11151.0
P31150,Homo sapiens,postsynaptic density,client,drllps,HGNC:4226,GDI1,GDP dissociation inhibitor 1,2664.0
P31151,Homo sapiens,p-body,component,phasepdb_ht,HGNC:10497,S100A7,S100 calcium binding protein A7,6278.0
P31152,Homo sapiens,nucleolus,client,drllps,HGNC:6878,MAPK4,mitogen-activated protein kinase 4,5596.0
P31153,Homo sapiens,nucleolus,client,drllps,HGNC:6904,MAT2A,methionine adenosyltransferase 2A,4144.0
P31323,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:9392,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,5577.0
P31327,Homo sapiens,nucleolus,client,drllps,HGNC:2323,CPS1,carbamoyl-phosphate synthase 1,1373.0
P31483,Homo sapiens," others,  p-body,  stress granule, cytoplasmic stress granule, droplet, null_phasepdb_rev, stress granule","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepro",HGNC:11802,TIA1,TIA1 cytotoxic granule associated RNA binding protein,7072.0
P31645,Homo sapiens," stress granule, p-body",regulator,drllps,HGNC:11050,SLC6A4,solute carrier family 6 member 4,6532.0
P31689,Homo sapiens," postsynaptic density, nucleolus","component, client","drllps, phasepdb_ht",HGNC:5229,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,3301.0
P31930,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:12585,UQCRC1,ubiquinol-cytochrome c reductase core protein 1,7384.0
P31939,Homo sapiens,postsynaptic density,client,drllps,HGNC:794,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,471.0
P31942,Homo sapiens," nucleolus,  stress granule, droplet, nucleolus, null_phasepdb_rev, paraspeckle, stress granule","driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:5043,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,3189.0
P31943,Homo sapiens," nucleolus,  stress granule, droplet, nucleolus, null_phasepdb_rev, paraspeckle, stress granule","driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:5041,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1,3187.0
P31946,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:12849,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,7529.0
P31947,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:10773,SFN,stratifin,2810.0
P31948,Homo sapiens," postsynaptic density,  stress granule, nucleolus",client,drllps,HGNC:11387,STIP1,stress induced phosphoprotein 1,10963.0
P31949,Homo sapiens,nucleolus,client,drllps,HGNC:10488,S100A11,S100 calcium binding protein A11,6282.0
P32004,Homo sapiens,postsynaptic density,client,drllps,HGNC:6470,L1CAM,L1 cell adhesion molecule,3897.0
P32019,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6077,INPP5B,inositol polyphosphate-5-phosphatase B,3633.0
P32119,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:9353,PRDX2,peroxiredoxin 2,7001.0
P32121,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:712,ARRB2,arrestin beta 2,409.0
P32189,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:4289,GK,glycerol kinase,2710.0
P32322,Homo sapiens,stress granule,client,drllps,HGNC:9721,PYCR1,pyrroline-5-carboxylate reductase 1,5831.0
P32455,Homo sapiens,p-body,regulator,drllps,HGNC:4182,GBP1,guanylate binding protein 1,2633.0
P32456,Homo sapiens,stress granule,client,drllps,HGNC:4183,GBP2,guanylate binding protein 2,2634.0
P32745,Homo sapiens," stress granule, p-body",regulator,drllps,HGNC:11332,SSTR3,somatostatin receptor 3,6753.0
P32780,Homo sapiens,nucleolus,client,drllps,HGNC:4655,GTF2H1,general transcription factor IIH subunit 1,2965.0
P32969,Homo sapiens," postsynaptic density, nucleolus","component, client","drllps, phasepdb_ht",HGNC:10369,RPL9,ribosomal protein L9,6133.0
P33076,Homo sapiens,pml body,component,phasepdb_uniprot,HGNC:7067,CIITA,class II major histocompatibility complex transactivator,4261.0
P33176,Homo sapiens,postsynaptic density,client,drllps,HGNC:6324,KIF5B,kinesin family member 5B,3799.0
P33240,Homo sapiens," cleavage body,  ddx1 body, droplet, null_phasepdb_rev","driver, component","drllps, phasepdb_rev",HGNC:2484,CSTF2,cleavage stimulation factor subunit 2,1478.0
P33316,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:3078,DUT,deoxyuridine triphosphatase,1854.0
P33778,Homo sapiens,nucleolus,client,drllps,HGNC:4751,H2BC3,H2B clustered histone 3,3018.0
P33981,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:12401,TTK,TTK protein kinase,7272.0
P33991,Homo sapiens," stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:6947,MCM4,minichromosome maintenance complex component 4,4173.0
P33992,Homo sapiens," centrosome/spindle pole body,  stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:6948,MCM5,minichromosome maintenance complex component 5,4174.0
P33993,Homo sapiens," p-body,  stress granule, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:6950,MCM7,minichromosome maintenance complex component 7,4176.0
P34896,Homo sapiens,nucleolus,client,drllps,HGNC:10850,SHMT1,serine hydroxymethyltransferase 1,6470.0
P34897,Homo sapiens," postsynaptic density, nucleolus","component, client","drllps, phasepdb_ht",HGNC:10852,SHMT2,serine hydroxymethyltransferase 2,6472.0
P34931,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:5234,HSPA1L,heat shock protein family A (Hsp70) member 1 like,3305.0
P34932,Homo sapiens," postsynaptic density,  stress granule, nucleolus",client,drllps,HGNC:5237,HSPA4,heat shock protein family A (Hsp70) member 4,3308.0
P34947,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:4544,GRK5,G protein-coupled receptor kinase 5,2869.0
P35052,Homo sapiens,postsynaptic density,client,drllps,HGNC:4449,GPC1,glypican 1,2817.0
P35080,Homo sapiens," stress granule, nucleolus",client,drllps,HGNC:8882,PFN2,profilin 2,5217.0
P35125,Homo sapiens,stress granule,client,drllps,HGNC:12629,USP6,ubiquitin specific peptidase 6,9098.0
P35221,Homo sapiens,postsynaptic density,client,drllps,HGNC:2509,CTNNA1,catenin alpha 1,1495.0
P35222,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2514,CTNNB1,catenin beta 1,1499.0
P35232,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:8912,PHB,prohibitin,5245.0
P35236,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9659,PTPN7,protein tyrosine phosphatase non-receptor type 7,5778.0
P35241,Homo sapiens,postsynaptic density,client,drllps,HGNC:9944,RDX,radixin,5962.0
P35249,Homo sapiens," stress granule, nucleolus","component, client","drllps, phasepdb_ht",HGNC:9972,RFC4,replication factor C subunit 4,5984.0
P35250,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:9970,RFC2,replication factor C subunit 2,5982.0
P35251,Homo sapiens,"nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:9969,RFC1,replication factor C subunit 1,5981.0
P35268,Homo sapiens,"nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:10315,RPL22,ribosomal protein L22,6146.0
P35269,Homo sapiens," nucleolus, cajal body, nucleolus","component, client","drllps, phasepdb_ht",HGNC:4652,GTF2F1,general transcription factor IIF subunit 1,2962.0
P35462,Homo sapiens,p-body,regulator,drllps,HGNC:3024,DRD3,dopamine receptor D3,1814.0
P35573,Homo sapiens," postsynaptic density, p-body",regulator,drllps,HGNC:321,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",178.0
P35575,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:4056,G6PC1,glucose-6-phosphatase catalytic subunit 1,2538.0
P35579,Homo sapiens," postsynaptic density, nucleolus","component, client","drllps, phasepdb_ht",HGNC:7579,MYH9,myosin heavy chain 9,4627.0
