uniprot,start,end
E7EPN9,2747,2819
A0A2R8YDH4,281,435
A0A2R8YDH4,537,635
A0A2R8YDH4,1049,1209
A0A2R8YDH4,1234,1319
R4GMX3,379,469
A0A3B3ITZ1,32,199
A0A3B3ITZ1,302,539
A0A3B3ITZ1,628,657
A0A3B3ITZ1,695,756
A0A3B3ITZ1,790,929
F8W881,35,113
F8W881,508,579
J3KTA4,1,35
J3KTA4,477,504
E3W994,1,61
E3W994,314,368
E3W994,409,467
E3W994,488,561
E3W994,596,624
E3W994,857,907
E3W994,931,974
H3BLV9,1,73
H3BLV9,254,357
H3BLV9,412,433
I3L2L5,1,25
H0Y6E7,63,291
B0QZK4,1,20
H0YEH2,38,89
H0YEH2,107,128
H0YEH2,250,288
H0YEH2,503,541
H0YEH2,631,665
Q5QPL9,199,237
B8ZZ50,1,52
H0Y2W2,73,98
H0Y2W2,110,138
H0Y8A4,204,229
G3V4C1,126,177
G3V4C1,207,292
D6RBW1,1,58
E5RJN7,1,32
E5RJN7,215,241
V9GYY5,111,206
Q5JW30,277,314
D6R9P3,1,67
D6R9P3,228,280
E9PF63,1102,1145
E7ET15,1,111
E7ET15,141,272
E7ET15,777,840
E7ET15,854,1028
H0YHA7,130,166
H0Y945,1,20
H0Y8G5,1,24
H0Y8G5,202,221
J3QSV6,1,33
J3QSV6,279,430
Q13574,1,46
Q13574,59,82
Q13574,251,280
Q13574,759,788
Q69YQ0,1,176
Q69YQ0,294,323
Q69YQ0,358,390
Q69YQ0,920,997
Q5M775,1,219
Q5M775,261,367
Q5M775,777,796
Q5M775,859,885
Q5M775,898,922
Q86T65,514,586
Q15038,1,25
Q10586,1,99
Q10586,127,200
Q10586,229,255
Q9C098,86,127
Q9C098,150,345
Q9C098,627,648
Q8IZD4,195,222
Q8IZD4,243,266
Q8IZD4,362,426
Q13561,1,26
Q9H773,1,27
Q9H773,147,170
Q96HY6,31,75
Q96HY6,100,186
Q9GZR7,61,170
Q9GZR7,262,300
Q9GZR7,326,376
Q9GZR7,799,859
Q96GQ7,43,83
Q96GQ7,111,179
Q96GQ7,715,796
Q9H8H2,1,196
Q9H8H2,762,784
Q9H8H2,804,851
Q86XP3,1,114
Q86XP3,182,203
Q86XP3,737,938
Q9NXZ2,1,60
Q9NXZ2,628,648
Q9Y6V7,444,483
Q8N8A6,9,152
Q8TDD1,1,78
Q8TDD1,596,698
Q8TDD1,725,881
Q8NHQ9,500,550
Q9NY93,506,547
Q8WXF8,104,194
P49619,82,103
P49619,117,154
P49619,768,791
O75912,15,74
O75912,334,358
O75912,1022,1041
Q9H6R0,1,64
Q8IY37,1,77
Q8IY37,116,225
Q8IY37,494,523
Q8IY37,542,584
Q8IYB7,1,45
Q8IYB7,860,885
Q9NZG7,1,21
Q86WB0,36,73
Q86WB0,302,423
Q6ZUT1,47,67
Q6ZUT1,122,292
Q8NC60,42,66
Q8NC60,80,134
Q8NC60,279,306
Q8WTT2,27,93
Q8WTT2,160,187
Q9BZE4,495,517
Q9BZE4,529,634
Q13823,1,33
Q13823,481,502
Q13823,555,594
Q13823,630,731
Q9BSC4,529,557
Q9BSC4,645,688
Q9UMY1,1,94
Q76FK4,223,305
Q76FK4,435,470
Q76FK4,499,533
Q76FK4,590,908
Q76FK4,932,982
Q76FK4,1006,1026
Q76FK4,1071,1105
Q76FK4,1145,1167
Q5SY16,69,101
Q5SY16,680,702
P78316,1,34
P78316,162,252
P78316,264,422
P46087,1,211
P46087,591,812
O00567,458,594
Q9Y2X3,409,529
Q86U38,1,59
Q86U38,222,241
Q9Y314,132,157
Q96NT1,1,71
Q96NT1,134,182
O60287,1,43
O60287,2021,2042
O75607,141,178
Q9UHY1,1,70
Q9UHY1,409,437
O14511,1,96
O14511,492,535
O14511,566,585
O14511,647,681
O14511,700,788
O14511,801,850
Q7Z2Y5,492,579
Q7Z2Y5,783,859
Q7Z2Y5,926,1156
O95478,20,41
Q9H0G5,21,54
Q9H0G5,204,534
Q08J23,1,36
Q08J23,436,481
Q08J23,719,767
Q96DX7,1,25
Q96DX7,66,165
Q96DX7,309,344
Q92519,25,50
Q96RU7,1,54
Q7Z2T5,1,78
Q9Y4A5,491,541
Q9Y4A5,2023,2044
Q9Y4A5,2543,2578
O95900,296,331
Q9UJT2,232,308
Q9UJT2,566,592
Q9Y4R7,50,81
P40222,1,170
P40222,482,546
P0DN76,183,240
Q5T6F2,1,26
Q5T6F2,110,202
Q5T6F2,385,476
Q5T6F2,622,736
Q5T6F2,853,905
Q5T6F2,937,966
Q5T6F2,982,1020
Q5T6F2,1082,1119
P0CB47,308,393
Q14157,1,33
Q14157,92,234
Q14157,377,420
Q14157,440,493
Q14157,530,656
Q14157,669,794
Q14157,865,901
Q14157,1040,1087
Q9P275,1,22
Q9P275,67,95
Q9P275,430,577
Q9P275,589,999
P35125,348,380
P35125,1120,1231
P35125,1384,1406
Q5T4S7,1,26
Q5T4S7,549,588
Q5T4S7,601,638
Q5T4S7,1755,1778
Q5T4S7,2430,2469
Q5T4S7,2711,2764
Q5T4S7,2832,2967
Q5T4S7,3342,3385
O94874,407,473
O94874,745,770
