uniprot,pfam_acc,start,end,domain
Q8N3E9,PF00388,339,483,PI-PLC-X
Q13363,PF00389,30,352,2-Hacid_dh
Q9UBQ7,PF00389,9,327,2-Hacid_dh
O43175,PF00389,9,317,2-Hacid_dh
P23368,PF00390,89,270,malic
P52209,PF00393,180,469,6PGD
P00451,PF00394,218,349,Cu-oxidase
P00450,PF00394,221,358,Cu-oxidase
O95817,PF00397,22,52,WW
P11532,PF00397,3057,3086,WW
Q9H0M0,PF00397,458,487,WW
Q9H0M0,PF00397,351,380,WW
Q9H0M0,PF00397,383,412,WW
Q9H0M0,PF00397,498,527,WW
Q13526,PF00397,7,37,WW
Q9HAU0,PF00397,58,87,WW
Q86UL8,PF00397,304,333,WW
Q9P2P5,PF00397,809,838,WW
O75400,PF00397,143,171,WW
O75400,PF00397,183,212,WW
Q76N89,PF00397,831,860,WW
O75554,PF00397,165,194,WW
O75554,PF00397,124,153,WW
Q9HAU4,PF00397,159,188,WW
Q9HAU4,PF00397,299,328,WW
Q9HAU4,PF00397,253,282,WW
P46937,PF00397,232,261,WW
P46937,PF00397,173,202,WW
Q96QZ7,PF00397,302,331,WW
Q96QZ7,PF00397,361,390,WW
O60861,PF00397,79,108,WW
Q9GZV5,PF00397,126,155,WW
Q9H4B6,PF00397,201,230,WW
O14776,PF00397,134,162,WW
O14776,PF00397,432,460,WW
Q8WVM0,PF00398,26,303,RrnaAD
Q9UNQ2,PF00398,27,274,RrnaAD
Q9H5Q4,PF00398,71,379,RrnaAD
Q15417,PF00402,164,188,Calponin
Q15417,PF00402,243,267,Calponin
Q15417,PF00402,204,228,Calponin
Q99439,PF00402,166,190,Calponin
Q99439,PF00402,206,230,Calponin
Q99439,PF00402,245,268,Calponin
Q9UI15,PF00402,174,198,Calponin
P37802,PF00402,174,198,Calponin
P02787,PF00405,25,347,Transferrin
P02787,PF00405,361,683,Transferrin
P27144,PF00406,10,190,ADK
P30085,PF00406,8,171,ADK
Q96M32,PF00406,431,674,ADK
Q9Y6K8,PF00406,381,537,ADK
Q9Y6K8,PF00406,137,294,ADK
P00568,PF00406,13,169,ADK
Q9UIJ7,PF00406,12,192,ADK
P54819,PF00406,20,206,ADK
O95394,PF00408,430,528,PGM_PMM_IV
Q6PCE3,PF00408,529,603,PGM_PMM_IV
P62246,PF00410,5,130,Ribosomal_S8
P62244,PF00410,5,130,Ribosomal_S8
P62263,PF00411,29,147,Ribosomal_S11
Q9UPQ0,PF00412,1013,1075,LIM
Q7Z4I7,PF00412,198,253,LIM
Q7Z4I7,PF00412,15,72,LIM
Q7Z4I7,PF00412,76,131,LIM
Q7Z4I7,PF00412,257,313,LIM
Q7Z4I7,PF00412,140,193,LIM
Q15942,PF00412,384,441,LIM
Q15942,PF00412,444,500,LIM
Q15942,PF00412,504,570,LIM
Q6H8Q1,PF00412,153,208,LIM
Q6H8Q1,PF00412,83,137,LIM
Q6H8Q1,PF00412,24,79,LIM
Q6H8Q1,PF00412,212,266,LIM
Q9UHB6,PF00412,390,446,LIM
O94929,PF00412,151,206,LIM
O94929,PF00412,82,138,LIM
O94929,PF00412,23,78,LIM
O94929,PF00412,210,269,LIM
Q68G74,PF00412,136,193,LIM
Q68G74,PF00412,75,132,LIM
P48059,PF00412,193,248,LIM
P48059,PF00412,10,67,LIM
P48059,PF00412,71,126,LIM
P48059,PF00412,135,188,LIM
P48059,PF00412,252,308,LIM
Q8WUP2,PF00412,183,240,LIM
Q8WUP2,PF00412,243,299,LIM
Q8WUP2,PF00412,303,368,LIM
Q96IF1,PF00412,338,394,LIM
Q96IF1,PF00412,403,459,LIM
Q96IF1,PF00412,463,528,LIM
Q9UPM6,PF00412,131,188,LIM
Q9UPM6,PF00412,70,127,LIM
Q15654,PF00412,279,336,LIM
Q15654,PF00412,339,395,LIM
Q15654,PF00412,399,464,LIM
P49023,PF00412,358,413,LIM
P49023,PF00412,417,472,LIM
P49023,PF00412,476,531,LIM
P49023,PF00412,535,590,LIM
Q9UGI8,PF00412,301,357,LIM
Q9UGI8,PF00412,236,297,LIM
Q96HC4,PF00412,479,534,LIM
Q96HC4,PF00412,538,594,LIM
Q96HC4,PF00412,420,475,LIM
Q16527,PF00412,119,175,LIM
Q16527,PF00412,10,66,LIM
Q93052,PF00412,416,473,LIM
Q93052,PF00412,476,532,LIM
Q93052,PF00412,536,600,LIM
Q9NR12,PF00412,341,396,LIM
Q9NR12,PF00412,282,337,LIM
Q9NR12,PF00412,400,457,LIM
P21291,PF00412,119,175,LIM
P21291,PF00412,10,66,LIM
O00151,PF00412,260,314,LIM
Q14847,PF00412,5,61,LIM
P61968,PF00412,87,143,LIM
P61968,PF00412,23,81,LIM
O14639,PF00412,226,281,LIM
O14639,PF00412,158,213,LIM
O14639,PF00412,99,154,LIM
O14639,PF00412,285,331,LIM
Q8WWI1,PF00412,1614,1676,LIM
P50238,PF00412,4,61,LIM
P52943,PF00412,126,183,LIM
P52943,PF00412,5,62,LIM
P53667,PF00412,25,80,LIM
P53667,PF00412,84,142,LIM
P53671,PF00412,12,68,LIM
P53671,PF00412,72,128,LIM
Q14192,PF00412,101,158,LIM
Q14192,PF00412,162,217,LIM
Q14192,PF00412,40,97,LIM
Q14192,PF00412,221,278,LIM
Q13642,PF00412,162,216,LIM
Q13642,PF00412,101,158,LIM
Q13642,PF00412,40,97,LIM
A6NIX2,PF00412,225,281,LIM
A6NIX2,PF00412,290,346,LIM
A6NIX2,PF00412,350,415,LIM
P50479,PF00412,255,309,LIM
P50281,PF00413,118,284,Peptidase_M10
Q9Y5R2,PF00413,162,327,Peptidase_M10
P46821,PF00414,2031,2047,MAP1B_neuraxin
P46821,PF00414,1929,1945,MAP1B_neuraxin
P46821,PF00414,1895,1911,MAP1B_neuraxin
P46821,PF00414,2048,2063,MAP1B_neuraxin
P46821,PF00414,1912,1928,MAP1B_neuraxin
P46821,PF00414,1963,1979,MAP1B_neuraxin
Q96Q42,PF00415,527,574,RCC1
Q96Q42,PF00415,577,625,RCC1
Q96Q42,PF00415,170,216,RCC1
Q96Q42,PF00415,109,165,RCC1
P18754,PF00415,85,134,RCC1
P18754,PF00415,190,255,RCC1
P18754,PF00415,363,414,RCC1
P18754,PF00415,258,309,RCC1
P18754,PF00415,34,82,RCC1
P18754,PF00415,312,360,RCC1
P18754,PF00415,137,187,RCC1
Q86SG6,PF00415,463,510,RCC1
Q86SG6,PF00415,579,628,RCC1
Q86SG6,PF00415,409,458,RCC1
Q86SG6,PF00415,631,681,RCC1
Q9P258,PF00415,168,217,RCC1
Q9P258,PF00415,220,269,RCC1
Q9P258,PF00415,272,345,RCC1
Q9P258,PF00415,349,399,RCC1
Q92834,PF00415,158,205,RCC1
Q92834,PF00415,53,102,RCC1
Q92834,PF00415,260,310,RCC1
Q92834,PF00415,208,258,RCC1
Q92834,PF00415,105,155,RCC1
Q92834,PF00415,314,364,RCC1
Q5GLZ8,PF00415,102,152,RCC1
Q5GLZ8,PF00415,208,257,RCC1
Q5GLZ8,PF00415,52,99,RCC1
Q5GLZ8,PF00415,156,205,RCC1
Q5GLZ8,PF00415,260,309,RCC1
Q5GLZ8,PF00415,1,49,RCC1
Q5GLZ8,PF00415,313,376,RCC1
O75592,PF00415,958,1006,RCC1
Q9P2D0,PF00415,195,244,RCC1
Q9P2D0,PF00415,247,299,RCC1
Q9P2D0,PF00415,143,192,RCC1
O95714,PF00415,675,724,RCC1
O95714,PF00415,3275,3324,RCC1
O95714,PF00415,4267,4316,RCC1
O95714,PF00415,569,615,RCC1
O95714,PF00415,3065,3114,RCC1
O95714,PF00415,513,566,RCC1
O95714,PF00415,3171,3220,RCC1
O95714,PF00415,4215,4264,RCC1
O95714,PF00415,4109,4154,RCC1
O95714,PF00415,4163,4212,RCC1
O95714,PF00415,3223,3272,RCC1
O95714,PF00415,4057,4106,RCC1
O95714,PF00415,623,672,RCC1
O95714,PF00415,3117,3162,RCC1
O95714,PF00415,3010,3062,RCC1
O95714,PF00415,4003,4054,RCC1
P62269,PF00416,14,142,Ribosomal_S13
P11137,PF00418,1723,1754,Tubulin-binding
P11137,PF00418,1692,1722,Tubulin-binding
P11137,PF00418,1661,1691,Tubulin-binding
P27816,PF00418,992,1022,Tubulin-binding
P27816,PF00418,1023,1053,Tubulin-binding
P27816,PF00418,1054,1085,Tubulin-binding
P27816,PF00418,926,953,Tubulin-binding
P10636,PF00418,592,622,Tubulin-binding
P10636,PF00418,654,685,Tubulin-binding
P10636,PF00418,623,653,Tubulin-binding
P10636,PF00418,560,591,Tubulin-binding
P05386,PF00428,22,113,Ribosomal_60s
P05387,PF00428,17,114,Ribosomal_60s
P05388,PF00428,231,316,Ribosomal_60s
Q8NCW0,PF00431,219,323,CUB
Q86UP6,PF00431,154,262,CUB
Q86UP6,PF00431,50,143,CUB
P98073,PF00431,524,631,CUB
P98073,PF00431,225,331,CUB
Q7Z4F1,PF00431,192,302,CUB
Q9Y561,PF00431,47,156,CUB
Q9Y561,PF00431,259,369,CUB
Q6P5Z2,PF00433,840,881,Pkinase_C
Q5VT25,PF00433,362,404,Pkinase_C
P23443,PF00433,373,413,Pkinase_C
Q9NRM7,PF00433,993,1042,Pkinase_C
P41743,PF00433,544,584,Pkinase_C
P17252,PF00433,623,658,Pkinase_C
Q02156,PF00433,689,730,Pkinase_C
Q16512,PF00433,895,937,Pkinase_C
Q15418,PF00433,342,381,Pkinase_C
P51812,PF00433,351,387,Pkinase_C
Q9UBS0,PF00433,349,389,Pkinase_C
Q9UK32,PF00433,353,390,Pkinase_C
P05129,PF00433,639,675,Pkinase_C
Q15208,PF00433,401,445,Pkinase_C
Q9Y243,PF00433,426,473,Pkinase_C
O75676,PF00433,322,361,Pkinase_C
O75582,PF00433,339,377,Pkinase_C
Q9Y2H1,PF00433,402,443,Pkinase_C
P05771,PF00433,622,662,Pkinase_C
Q04759,PF00433,655,696,Pkinase_C
Q13813,PF00435,784,888,Spectrin
Q13813,PF00435,1233,1337,Spectrin
Q13813,PF00435,1764,1868,Spectrin
Q13813,PF00435,678,782,Spectrin
Q13813,PF00435,255,359,Spectrin
Q13813,PF00435,149,252,Spectrin
Q13813,PF00435,1658,1762,Spectrin
Q13813,PF00435,1870,1974,Spectrin
Q13813,PF00435,467,571,Spectrin
Q13813,PF00435,1445,1549,Spectrin
Q13813,PF00435,573,676,Spectrin
Q13813,PF00435,1976,2081,Spectrin
Q13813,PF00435,44,147,Spectrin
Q13813,PF00435,1339,1443,Spectrin
Q13813,PF00435,361,465,Spectrin
Q13813,PF00435,1551,1656,Spectrin
Q13813,PF00435,2091,2195,Spectrin
Q13813,PF00435,2205,2310,Spectrin
Q13813,PF00435,890,973,Spectrin
Q13813,PF00435,1092,1175,Spectrin
C9IZQ6,PF00435,310,416,Spectrin
C9IZQ6,PF00435,536,642,Spectrin
C9IZQ6,PF00435,890,994,Spectrin
C9IZQ6,PF00435,1121,1227,Spectrin
P11532,PF00435,339,447,Spectrin
P11532,PF00435,1048,1154,Spectrin
P11532,PF00435,448,556,Spectrin
P11532,PF00435,2104,2208,Spectrin
P11532,PF00435,2934,3040,Spectrin
P11532,PF00435,2211,2318,Spectrin
P11532,PF00435,1157,1263,Spectrin
P11532,PF00435,1679,1778,Spectrin
P11532,PF00435,2580,2686,Spectrin
P11532,PF00435,1571,1676,Spectrin
P11532,PF00435,2471,2577,Spectrin
P11532,PF00435,1877,1979,Spectrin
P11532,PF00435,830,934,Spectrin
P11532,PF00435,2689,2802,Spectrin
P11532,PF00435,942,1045,Spectrin
P11532,PF00435,721,828,Spectrin
P11532,PF00435,1998,2100,Spectrin
Q01082,PF00435,638,742,Spectrin
Q01082,PF00435,528,636,Spectrin
Q01082,PF00435,744,847,Spectrin
Q01082,PF00435,1698,1803,Spectrin
Q01082,PF00435,849,953,Spectrin
Q01082,PF00435,1485,1590,Spectrin
Q01082,PF00435,955,1060,Spectrin
Q01082,PF00435,1912,2015,Spectrin
Q01082,PF00435,422,526,Spectrin
Q01082,PF00435,1592,1696,Spectrin
Q01082,PF00435,1805,1909,Spectrin
Q01082,PF00435,1062,1167,Spectrin
Q01082,PF00435,1275,1378,Spectrin
Q01082,PF00435,1380,1483,Spectrin
Q01082,PF00435,302,412,Spectrin
Q01082,PF00435,2017,2100,Spectrin
Q01082,PF00435,1169,1272,Spectrin
O75962,PF00435,340,446,Spectrin
O75962,PF00435,1138,1244,Spectrin
O75962,PF00435,907,1011,Spectrin
O75962,PF00435,566,672,Spectrin
O60229,PF00435,310,416,Spectrin
O60229,PF00435,536,642,Spectrin
O60229,PF00435,1130,1236,Spectrin
O60229,PF00435,890,1003,Spectrin
P35609,PF00435,401,506,Spectrin
P35609,PF00435,516,627,Spectrin
P35609,PF00435,637,740,Spectrin
P35609,PF00435,281,391,Spectrin
Q8NF91,PF00435,8440,8547,Spectrin
Q8NF91,PF00435,7352,7453,Spectrin
Q8NF91,PF00435,7780,7882,Spectrin
Q8NF91,PF00435,7022,7126,Spectrin
Q8NF91,PF00435,3174,3277,Spectrin
Q8NF91,PF00435,3816,3919,Spectrin
Q8NF91,PF00435,5738,5835,Spectrin
Q8NF91,PF00435,7136,7233,Spectrin
Q8NF91,PF00435,8109,8211,Spectrin
Q8NF91,PF00435,7885,7996,Spectrin
P11277,PF00435,637,741,Spectrin
P11277,PF00435,528,635,Spectrin
P11277,PF00435,1690,1795,Spectrin
P11277,PF00435,1903,2007,Spectrin
P11277,PF00435,422,526,Spectrin
P11277,PF00435,1061,1166,Spectrin
P11277,PF00435,743,846,Spectrin
P11277,PF00435,1584,1688,Spectrin
P11277,PF00435,954,1059,Spectrin
P11277,PF00435,1274,1377,Spectrin
P11277,PF00435,848,952,Spectrin
P11277,PF00435,1478,1582,Spectrin
P11277,PF00435,302,412,Spectrin
P11277,PF00435,1797,1901,Spectrin
P11277,PF00435,2009,2095,Spectrin
P11277,PF00435,1385,1482,Spectrin
P11277,PF00435,1168,1272,Spectrin
Q03001,PF00435,6377,6483,Spectrin
Q03001,PF00435,6816,6919,Spectrin
Q03001,PF00435,6486,6592,Spectrin
Q03001,PF00435,6704,6811,Spectrin
Q03001,PF00435,5392,5498,Spectrin
Q03001,PF00435,4847,4952,Spectrin
Q03001,PF00435,6170,6264,Spectrin
Q03001,PF00435,6922,7028,Spectrin
Q03001,PF00435,4513,4622,Spectrin
Q03001,PF00435,5828,5934,Spectrin
Q03001,PF00435,6595,6701,Spectrin
Q03001,PF00435,6267,6374,Spectrin
Q03001,PF00435,4060,4153,Spectrin
Q03001,PF00435,5281,5389,Spectrin
Q03001,PF00435,5937,6042,Spectrin
Q03001,PF00435,5502,5607,Spectrin
Q03001,PF00435,3923,4040,Spectrin
Q03001,PF00435,6045,6155,Spectrin
Q03001,PF00435,4625,4733,Spectrin
Q03001,PF00435,699,803,Spectrin
O43707,PF00435,413,518,Spectrin
O43707,PF00435,528,639,Spectrin
O43707,PF00435,293,403,Spectrin
O43707,PF00435,649,752,Spectrin
P12814,PF00435,394,499,Spectrin
P12814,PF00435,509,620,Spectrin
P12814,PF00435,274,384,Spectrin
P12814,PF00435,630,733,Spectrin
Q9UPN3,PF00435,6223,6329,Spectrin
Q9UPN3,PF00435,6663,6766,Spectrin
Q9UPN3,PF00435,4798,4905,Spectrin
Q9UPN3,PF00435,6551,6658,Spectrin
Q9UPN3,PF00435,5344,5450,Spectrin
Q9UPN3,PF00435,3999,4109,Spectrin
Q9UPN3,PF00435,6113,6220,Spectrin
Q9UPN3,PF00435,6442,6548,Spectrin
Q9UPN3,PF00435,6004,6110,Spectrin
Q9UPN3,PF00435,6769,6875,Spectrin
Q9UPN3,PF00435,4465,4574,Spectrin
Q9UPN3,PF00435,5453,5559,Spectrin
Q9UPN3,PF00435,5234,5341,Spectrin
Q9UPN3,PF00435,4908,5012,Spectrin
Q9UPN3,PF00435,5780,5885,Spectrin
Q9UPN3,PF00435,3882,3994,Spectrin
Q9UPN3,PF00435,6332,6439,Spectrin
O15020,PF00435,531,639,Spectrin
O15020,PF00435,1694,1799,Spectrin
O15020,PF00435,1588,1692,Spectrin
O15020,PF00435,747,850,Spectrin
O15020,PF00435,425,528,Spectrin
O15020,PF00435,958,1063,Spectrin
O15020,PF00435,641,745,Spectrin
O15020,PF00435,1383,1486,Spectrin
O15020,PF00435,852,956,Spectrin
O15020,PF00435,1065,1170,Spectrin
O15020,PF00435,305,415,Spectrin
O15020,PF00435,1801,1905,Spectrin
O15020,PF00435,1488,1586,Spectrin
O15020,PF00435,1278,1381,Spectrin
O15020,PF00435,1908,2011,Spectrin
O15020,PF00435,1172,1276,Spectrin
O15020,PF00435,2013,2097,Spectrin
Q9H254,PF00435,429,533,Spectrin
Q9H254,PF00435,1622,1725,Spectrin
Q9H254,PF00435,881,985,Spectrin
Q9H254,PF00435,1515,1619,Spectrin
Q9H254,PF00435,535,642,Spectrin
Q9H254,PF00435,1942,2046,Spectrin
Q9H254,PF00435,1727,1832,Spectrin
Q9H254,PF00435,1305,1408,Spectrin
Q9H254,PF00435,1088,1197,Spectrin
Q9H254,PF00435,2048,2127,Spectrin
Q9H254,PF00435,1834,1939,Spectrin
Q9H254,PF00435,773,879,Spectrin
Q9H254,PF00435,309,419,Spectrin
Q9H254,PF00435,1410,1513,Spectrin
Q04837,PF00436,30,140,SSB
Q00266,PF00438,17,115,S-AdoMet_synt_N
P31153,PF00438,17,115,S-AdoMet_synt_N
Q13342,PF00439,767,840,Bromodomain
Q92793,PF00439,1094,1180,Bromodomain
Q09472,PF00439,1058,1144,Bromodomain
Q9HBD4,PF00439,1494,1583,Bromodomain
Q9NPI1,PF00439,140,223,Bromodomain
Q8IZX4,PF00439,1530,1614,Bromodomain
Q8IZX4,PF00439,1408,1491,Bromodomain
P51531,PF00439,1411,1493,Bromodomain
O60885,PF00439,67,152,Bromodomain
O60885,PF00439,357,445,Bromodomain
Q9NSI6,PF00439,1322,1405,Bromodomain
Q9NSI6,PF00439,1166,1252,Bromodomain
Q15059,PF00439,315,403,Bromodomain
Q15059,PF00439,42,128,Bromodomain
Q6PL18,PF00439,993,1074,Bromodomain
P51532,PF00439,1462,1551,Bromodomain
P21675,PF00439,1511,1595,Bromodomain
P21675,PF00439,1389,1472,Bromodomain
Q9UIG0,PF00439,1348,1431,Bromodomain
P49748,PF00441,327,476,Acyl-CoA_dh_1
Q6JQN1,PF00441,904,1055,Acyl-CoA_dh_1
Q9NUZ1,PF00441,228,390,Acyl-CoA_dh_1
Q70EK9,PF00443,363,703,UCH
Q92995,PF00443,336,858,UCH
Q9UK80,PF00443,212,555,UCH
Q86T82,PF00443,341,948,UCH
Q86UV5,PF00443,89,418,UCH
Q9H9J4,PF00443,111,409,UCH
P35125,PF00443,532,1366,UCH
Q8TEY7,PF00443,185,712,UCH
Q0WX57,PF00443,80,372,UCH
P54578,PF00443,105,480,UCH
P62068,PF00443,35,362,UCH
Q93008,PF00443,1557,1953,UCH
Q96RU2,PF00443,162,647,UCH
Q9Y6I4,PF00443,159,508,UCH
O75604,PF00443,267,596,UCH
Q9Y4E8,PF00443,289,930,UCH
Q93009,PF00443,214,518,UCH
Q9P275,PF00443,122,420,UCH
Q9P2H5,PF00443,441,923,UCH
Q53GS9,PF00443,225,552,UCH
Q14694,PF00443,415,792,UCH
Q9H0E7,PF00443,273,675,UCH
P45974,PF00443,326,853,UCH
Q9UPU5,PF00443,1689,2039,UCH
Q9UPT9,PF00443,176,517,UCH
Q9NQC7,PF00443,592,893,UCH
P51784,PF00443,309,927,UCH
O00584,PF00445,34,213,Ribonuclease_T2
Q03933,PF00447,10,110,HSF_DNA-bind
Q00613,PF00447,18,118,HSF_DNA-bind
P61011,PF00448,101,296,SRP54
P08240,PF00448,418,637,SRP54
Q9H3G5,PF00450,64,468,Peptidase_S10
P10415,PF00452,97,195,Bcl-2
Q9BYC9,PF00453,11,116,Ribosomal_L20
Q13315,PF00454,2713,2962,PI3_PI4_kinase
O75747,PF00454,915,1130,PI3_PI4_kinase
P48736,PF00454,827,1044,PI3_PI4_kinase
P42338,PF00454,799,1017,PI3_PI4_kinase
Q13535,PF00454,2322,2567,PI3_PI4_kinase
P42345,PF00454,2181,2431,PI3_PI4_kinase
O00750,PF00454,1077,1292,PI3_PI4_kinase
P42356,PF00454,1907,2051,PI3_PI4_kinase
P42356,PF00454,1844,1914,PI3_PI4_kinase
O00443,PF00454,1132,1347,PI3_PI4_kinase
Q96Q15,PF00454,2149,2427,PI3_PI4_kinase
P78527,PF00454,3747,4015,PI3_PI4_kinase
Q9Y4A5,PF00454,3535,3783,PI3_PI4_kinase
P42336,PF00454,796,1015,PI3_PI4_kinase
P29401,PF00456,14,283,Transketolase_N
P07814,PF00458,753,805,WHEP-TRS
P07814,PF00458,904,956,WHEP-TRS
P07814,PF00458,826,878,WHEP-TRS
P23381,PF00458,12,64,WHEP-TRS
P56192,PF00458,845,897,WHEP-TRS
P41250,PF00458,67,117,WHEP-TRS
O95861,PF00459,8,303,Inositol_P
O14732,PF00459,16,282,Inositol_P
P29218,PF00459,5,270,Inositol_P
O76003,PF00462,248,312,Glutaredoxin
O76003,PF00462,146,210,Glutaredoxin
P34896,PF00464,26,425,SHMT
P34897,PF00464,49,448,SHMT
Q9UKD2,PF00466,18,121,Ribosomal_L10
P05388,PF00466,5,106,Ribosomal_L10
Q9UNX3,PF00467,51,97,KOW
P62704,PF00467,177,211,KOW
P61254,PF00467,51,97,KOW
P61355,PF00467,7,40,KOW
P61353,PF00467,7,40,KOW
P62701,PF00467,177,211,KOW
Q92917,PF00467,243,274,KOW
P13866,PF00474,58,492,SSF
Q9P2T1,PF00478,9,341,IMPDH
P11413,PF00479,35,210,G6PD_N
Q9Y223,PF00480,409,716,ROK
Q8N3J5,PF00481,96,339,PP2C
O75688,PF00481,22,288,PP2C
Q9H0C8,PF00481,107,383,PP2C
P49593,PF00481,155,406,PP2C
O15297,PF00481,65,368,PP2C
Q9P2J9,PF00481,196,483,PP2C
Q8WY54,PF00481,230,481,PP2C
Q5SGD2,PF00481,91,344,PP2C
Q15750,PF00481,69,334,PP2C
O95864,PF00487,156,418,FA_desaturase
Q6QHC5,PF00487,66,293,FA_desaturase
Q86SK9,PF00487,70,291,FA_desaturase
Q9Y5Q0,PF00487,158,419,FA_desaturase
O43196,PF00488,588,779,MutS_V
P43246,PF00488,665,852,MutS_V
P52701,PF00488,1130,1324,MutS_V
P05089,PF00491,6,305,Arginase
P25205,PF00493,280,505,MCM
P33993,PF00493,320,541,MCM
P49736,PF00493,460,683,MCM
P33991,PF00493,445,670,MCM
P33992,PF00493,318,540,MCM
Q14566,PF00493,333,556,MCM
Q9BWU0,PF00498,189,266,FHA
Q14676,PF00498,54,124,FHA
Q96CG3,PF00498,47,120,FHA
P85037,PF00498,123,193,FHA
Q15058,PF00498,825,891,FHA
O76064,PF00498,38,109,FHA
Q8TAD8,PF00498,281,361,FHA
Q8N302,PF00498,434,508,FHA
Q12972,PF00498,49,118,FHA
O96017,PF00498,113,192,FHA
Q9NQT8,PF00498,471,535,FHA
Q9Y4F5,PF00498,23,90,FHA
O60333,PF00498,556,627,FHA
Q96EZ8,PF00498,363,436,FHA
Q5SW79,PF00498,23,90,FHA
P55196,PF00498,426,492,FHA
Q14BN4,PF00498,28,106,FHA
O60934,PF00498,24,100,FHA
P46013,PF00498,27,91,FHA
Q96EP1,PF00498,38,106,FHA
Q9P265,PF00501,995,1470,AMP-binding
Q9P265,PF00501,346,819,AMP-binding
F5H5A1,PF00501,1,215,AMP-binding
Q6P1M0,PF00501,80,512,AMP-binding
Q9UKU0,PF00501,103,563,AMP-binding
O95573,PF00501,113,587,AMP-binding
F5H362,PF00501,1,190,AMP-binding
H0YGC7,PF00501,1,155,AMP-binding
F5H755,PF00501,1,215,AMP-binding
O60488,PF00501,103,578,AMP-binding
Q6PCB7,PF00501,82,515,AMP-binding
Q4G176,PF00501,46,480,AMP-binding
Q14344,PF00503,28,366,G-alpha
P04899,PF00503,13,344,G-alpha
P29992,PF00503,16,348,G-alpha
P63096,PF00503,13,343,G-alpha
Q5JWF2,PF00503,663,1026,G-alpha
P19086,PF00503,13,344,G-alpha
P08754,PF00503,13,343,G-alpha
P09471,PF00503,13,343,G-alpha
P50148,PF00503,19,348,G-alpha
O95837,PF00503,11,344,G-alpha
P48436,PF00505,105,173,HMG_box
O15347,PF00505,93,161,HMG_box
Q9NQB0,PF00505,350,418,HMG_box
O94842,PF00505,223,291,HMG_box
P23497,PF00505,769,837,HMG_box
O96028,PF00505,455,508,HMG_box
O60248,PF00505,49,117,HMG_box
P48431,PF00505,41,109,HMG_box
Q08945,PF00505,547,615,HMG_box
Q00059,PF00505,50,118,HMG_box
Q969G3,PF00505,66,134,HMG_box
P0CB47,PF00505,100,168,HMG_box
O95416,PF00505,8,76,HMG_box
Q8WW32,PF00505,93,161,HMG_box
P41225,PF00505,139,207,HMG_box
O94900,PF00505,261,329,HMG_box
P17480,PF00505,112,180,HMG_box
P17480,PF00505,407,471,HMG_box
P17480,PF00505,196,264,HMG_box
P26583,PF00505,95,163,HMG_box
P09429,PF00505,95,163,HMG_box
Q05066,PF00505,60,128,HMG_box
P52294,PF00514,158,198,Arm
P52294,PF00514,200,241,Arm
P52294,PF00514,327,367,Arm
P52294,PF00514,369,409,Arm
P52294,PF00514,285,325,Arm
P52294,PF00514,412,452,Arm
P52294,PF00514,114,156,Arm
P52294,PF00514,243,283,Arm
O00505,PF00514,146,186,Arm
O00505,PF00514,103,144,Arm
O00505,PF00514,357,397,Arm
O00505,PF00514,273,313,Arm
O00505,PF00514,315,355,Arm
O00505,PF00514,188,229,Arm
O00505,PF00514,400,440,Arm
O00505,PF00514,232,271,Arm
P14923,PF00514,341,381,Arm
P14923,PF00514,215,255,Arm
P14923,PF00514,573,613,Arm
Q9Y446,PF00514,350,390,Arm
Q9Y446,PF00514,392,432,Arm
O60716,PF00514,440,481,Arm
O60716,PF00514,397,437,Arm
O60716,PF00514,701,739,Arm
Q99959,PF00514,384,424,Arm
Q9UHP6,PF00514,220,255,Arm
Q9UQB3,PF00514,625,666,Arm
Q9UQB3,PF00514,581,621,Arm
Q9UQB3,PF00514,834,875,Arm
Q9UQB3,PF00514,882,921,Arm
P52292,PF00514,324,364,Arm
P52292,PF00514,193,238,Arm
P52292,PF00514,151,191,Arm
P52292,PF00514,366,406,Arm
P52292,PF00514,108,149,Arm
P52292,PF00514,409,449,Arm
P52292,PF00514,241,280,Arm
P52292,PF00514,282,322,Arm
Q13835,PF00514,276,316,Arm
P35222,PF00514,350,390,Arm
P35222,PF00514,583,623,Arm
P35222,PF00514,224,264,Arm
P35222,PF00514,431,473,Arm
Q14974,PF00514,399,437,Arm
O60684,PF00514,156,196,Arm
O60684,PF00514,325,365,Arm
O60684,PF00514,198,239,Arm
O60684,PF00514,367,407,Arm
O60684,PF00514,283,323,Arm
O60684,PF00514,112,154,Arm
O60684,PF00514,410,450,Arm
O60684,PF00514,241,281,Arm
A9QM74,PF00514,145,185,Arm
A9QM74,PF00514,314,354,Arm
A9QM74,PF00514,231,270,Arm
A9QM74,PF00514,187,228,Arm
A9QM74,PF00514,102,143,Arm
A9QM74,PF00514,356,396,Arm
A9QM74,PF00514,272,312,Arm
O00629,PF00514,146,186,Arm
O00629,PF00514,103,144,Arm
O00629,PF00514,357,397,Arm
O00629,PF00514,273,313,Arm
O00629,PF00514,315,355,Arm
O00629,PF00514,400,440,Arm
O00629,PF00514,188,229,Arm
O00629,PF00514,232,271,Arm
Q99569,PF00514,559,599,Arm
Q99569,PF00514,603,644,Arm
Q99569,PF00514,863,901,Arm
P52306,PF00514,346,390,Arm
P52306,PF00514,78,118,Arm
P52306,PF00514,169,211,Arm
P52306,PF00514,479,519,Arm
Q6NXE6,PF00514,209,251,Arm
