uniprot_acc	refseq	version
P26583	NM_001130688	1
P26583	NM_001130689	1
P26583	NM_002129	3
P26599	NM_002819	4
P26599	NM_031990	3
P26599	NM_031991	3
P26639	NM_001258437	1
P26639	NM_001258438	1
P26639	NM_152295	4
P26640	NM_006295	2
P26641	NM_001404	4
P26651	NM_003407	3
P27105	NM_004099	5
P27105	NM_198194	2
P27144	NM_001005353	2
P27144	NM_013410	3
P27144	NM_203464	2
P27338	NM_000898	4
P27348	NM_006826	3
P27361	NM_001040056	2
P27361	NM_001109891	1
P27361	NM_002746	2
P27448	NM_001128918	2
P27448	NM_001128919	2
P27448	NM_001128920	2
P27448	NM_001128921	2
P27448	NM_002376	6
P27635	NM_001256577	2
P27635	NM_001256580	2
P27635	NM_001303624	1
P27635	NM_001303625	1
P27635	NM_001303626	1
P27635	NM_006013	4
P27694	NM_002945	3
P27695	NM_001244249	1
P27695	NM_001641	3
P27695	NM_080648	2
P27695	NM_080649	2
P27707	NM_000788	2
P27708	NM_001306079	1
P27708	NM_004341	4
P27797	NM_004343	3
P27815	NM_001111307	1
P27815	NM_001111308	1
P27815	NM_001111309	1
P27815	NM_001243121	1
P27815	NM_006202	2
P27815	XM_011528054	1
P27816	NM_001134364	1
P27816	NM_002375	4
P27816	NM_030885	3
P27986	NM_001242466	1
P27986	NM_181504	3
P27986	NM_181523	2
P27986	NM_181524	1
P27986	XM_005248542	3
P27986	XM_017009585	1
P28066	NM_001199772	1
P28066	NM_001199773	1
P28066	NM_001199774	1
P28066	NM_002790	3
P28072	NM_002798	2
P28074	NM_001130725	1
P28074	NM_001144932	2
P28074	NM_002797	4
P28161	NM_000848	3
P28161	NM_001142368	1
P28288	NM_001122674	1
P28288	NM_002858	3
P28289	NM_001166116	1
P28289	NM_003275	3
P28331	NM_001199981	1
P28331	NM_001199982	1
P28331	NM_001199983	1
P28331	NM_001199984	1
P28331	NM_005006	6
P28370	NM_001282875	1
P28370	NM_003069	4
P28370	XM_005262461	2
P28370	XM_006724782	2
P28370	XM_017029750	1
P28482	NM_002745	4
P28482	NM_138957	3
P28562	NM_004417	3
P28676	NM_012198	4
P28827	NM_001105244	1
P28827	NM_002845	3
P28838	NM_015907	2
P29083	NM_005513	2
P29083	XM_011512744	2
P29083	XM_011512745	2
P29084	NM_002095	5
P29084	XM_017013363	1
P29084	XM_017013364	1
P29122	NM_001291309	1
P29122	NM_002570	4
P29122	NM_138319	3
P29122	NM_138322	3
P29122	NM_138323	2
P29122	NM_138324	2
P29122	NM_138325	3
P29144	NM_001330588	1
P29144	NM_003291	3
P29218	NM_001144878	1
P29218	NM_001144879	1
P29218	NM_005536	3
P29322	NM_001006943	2
P29322	NM_020526	4
P29323	NM_001309193	1
P29323	NM_004442	7
P29323	NM_017449	4
P29350	NM_002831	5
P29350	NM_080548	4
P29350	NM_080549	3
P29350	XM_011520988	1
P29372	NM_001015052	2
P29372	NM_001015054	2
P29372	NM_002434	3
P29375	NM_001042603	2
P29376	NM_001135685	1
P29376	NM_002344	5
P29376	NM_206961	3
P29401	NM_001064	3
P29401	NM_001135055	2
P29401	NM_001258028	1
P29401	XM_011534054	1
P29508	NM_006919	2
P29558	NM_002897	4
P29558	NM_016836	3
P29590	NM_002675	3
P29590	NM_033238	2
P29590	NM_033239	2
P29590	NM_033240	2
P29590	NM_033244	3
P29590	NM_033246	2
P29590	NM_033247	2
P29590	NM_033249	2
P29590	NM_033250	2
P29622	NM_001289032	1
P29622	NM_001289033	1
P29622	NM_006215	3
P29692	NM_001130053	3
P29692	NM_001130055	3
P29692	NM_001130056	3
P29692	NM_001130057	3
P29692	NM_001195203	2
P29692	NM_001289950	2
P29692	NM_001317743	2
P29692	NM_001330646	1
P29692	NM_001960	5
P29692	NM_032378	5
P29692	XM_005250823	1
P29692	XM_006716522	1
P29692	XM_006716523	1
P29692	XM_006716524	1
P29692	XM_006716525	1
P29692	XM_011516905	2
P29692	XM_011516906	2
P29692	XM_017013170	1
P29728	NM_001032731	1
P29728	NM_002535	2
P29728	NM_016817	2
P29762	NM_004378	2
P29803	NM_005390	4
P29966	NM_002356	6
P29992	NM_002067	4
P30038	NM_001161504	1
P30038	NM_001319218	1
P30038	NM_003748	3
P30038	NM_170726	2
P30041	NM_004905	2
P30043	NM_000713	2
P30044	NM_012094	4
P30044	NM_181651	2
P30044	NM_181652	2
P30049	NM_001001975	1
P30049	NM_001687	4
P30050	NM_000976	3
P30085	NM_001136140	1
P30085	NM_016308	2
P30086	NM_002567	3
P30101	NM_005313	4
P30153	NM_014225	5
P30154	NM_001177562	1
P30154	NM_001177563	1
P30154	NM_002716	4
P30154	NM_181699	2
P30154	NM_181700	1
P30260	NM_001114091	2
P30260	NM_001256	4
P30305	NM_001287519	1
P30305	NM_001287524	1
P30305	NM_004358	4
P30305	NM_021872	3
P30305	NM_021873	3
P30307	NM_001287582	1
P30307	NM_001318098	1
P30307	NM_001790	4
P30307	NM_022809	3
P30307	XM_011543762	1
P30405	NM_005729	3
P30519	NM_001127204	1
P30519	NM_001127205	1
P30519	NM_001127206	2
P30519	NM_001286267	1
P30519	NM_001286268	1
P30519	NM_001286269	1
P30519	NM_001286270	1
P30519	NM_001286271	1
P30519	NM_002134	3
P30519	XM_017023196	1
P30519	XM_017023197	1
P30530	NM_001699	5
P30530	NM_021913	4
P30613	NM_000298	5
P30613	NM_181871	3
P30626	NM_001256891	1
P30626	NM_001256892	1
P30626	NM_003130	3
P30626	NM_198901	1
P30837	NM_000692	4
P30876	NM_000938	2
P30876	NM_001303268	1
P30876	NM_001303269	1
P31146	NM_001193333	2
P31146	NM_007074	3
P31146	XM_011545714	2
P31150	NM_001493	2
P31151	NM_002963	3
P31152	NM_001292039	1
P31152	NM_001292040	1
P31152	NM_002747	3
P31152	XM_005258299	3
P31152	XM_011526074	2
P31152	XM_011526075	2
P31152	XM_011526076	2
P31152	XM_017025839	1
P31153	NM_005911	5
P31323	NM_002736	2
P31327	NM_001122633	2
P31327	NM_001122634	3
P31327	NM_001875	4
P31327	XM_011510641	2
P31327	XM_011510642	2
P31327	XM_011510643	2
P31327	XM_011510644	2
P31483	NM_022037	2
P31483	NM_022173	2
P31645	NM_001045	5
P31689	NM_001539	3
P31930	NM_003365	2
P31939	NM_004044	6
P31942	NM_001322434	1
P31942	NM_001322436	1
P31942	NM_001322437	1
P31942	NM_001322438	1
P31942	NM_001322439	1
P31942	NM_001322440	1
P31942	NM_001322441	1
P31942	NM_001322445	1
P31942	NM_001322446	1
P31942	NM_001322447	1
P31942	NM_001322448	1
P31942	NM_001322449	1
P31942	NM_012207	2
P31942	NM_021644	3
P31942	XM_017016168	1
P31942	XM_017016169	1
P31943	NM_001257293	1
P31943	NM_005520	2
P31943	XM_017009415	1
P31943	XM_017009416	1
P31943	XM_017009417	1
P31946	NM_003404	4
P31946	NM_139323	3
P31946	XM_017028039	1
P31947	NM_006142	3
P31948	NM_001282652	1
P31948	NM_001282653	1
P31948	NM_006819	2
P31949	NM_005620	1
P32004	NM_000425	4
P32004	NM_001143963	2
P32004	NM_001278116	1
P32004	NM_024003	3
P32019	NM_001297434	1
P32019	NM_005540	2
P32119	NM_005809	5
P32121	NM_001257328	1
P32121	NM_001257329	1
P32121	NM_001257330	1
P32121	NM_001257331	1
P32121	NM_001330064	1
P32121	NM_004313	3
P32121	NM_199004	1
P32189	NM_000167	5
P32189	NM_001128127	2
P32189	NM_001205019	1
P32189	NM_203391	3
P32322	NM_001282280	1
P32322	NM_001282281	1
P32322	NM_006907	3
P32322	NM_153824	2
P32322	XM_005256381	2
P32322	XM_011523583	2
P32322	XM_011523584	2
P32455	NM_002053	2
P32456	NM_004120	4
P32745	NM_001051	4
P32745	NM_001278687	2
P32745	XM_005261721	4
P32745	XM_006724311	2
P32745	XM_011530349	2
P32745	XM_017028923	1
P32745	XM_017028924	1
P32780	NM_001142307	1
P32780	NM_005316	3
P32780	XM_006718208	3
P32969	NM_000661	4
P32969	NM_001024921	3
P33076	NM_000246	3
P33076	NM_001286403	1
P33176	NM_004521	2
P33240	NM_001306209	1
P33240	NM_001325	2
P33316	NM_001025248	1
P33316	NM_001025249	1
P33316	NM_001330286	1
P33316	NM_001948	3
P33778	NM_021062	2
P33981	NM_001166691	1
P33981	NM_003318	4
P33981	XM_011536099	2
P33981	XM_011536100	2
P33991	NM_005914	3
P33991	NM_182746	2
P33992	NM_006739	3
P33993	NM_001278595	1
P33993	NM_005916	4
P33993	NM_182776	2
P34896	NM_001281786	1
P34896	NM_004169	4
P34896	NM_148918	2
P34896	XM_005256767	3
P34896	XM_011523992	2
P34896	XM_017024957	1
P34896	XM_017024958	1
P34897	NM_001166356	1
P34897	NM_001166357	1
P34897	NM_001166358	1
P34897	NM_001166359	1
P34897	NM_005412	5
P34931	NM_005527	3
P34932	NM_002154	3
P34947	NM_005308	2
P35052	NM_002081	2
P35080	NM_002628	4
P35080	NM_053024	3
P35125	NM_001304284	1
P35125	NM_004505	3
P35125	XM_011524050	1
P35125	XM_011524051	2
P35125	XM_011524052	2
P35125	XM_011524053	2
P35125	XM_011524054	2
P35125	XM_011524055	2
P35125	XM_011524056	2
P35125	XM_011524059	2
P35125	XM_017025290	1
P35221	NM_001290307	2
P35221	NM_001290309	2
P35221	NM_001290310	2
P35221	NM_001290312	1
P35221	NM_001323982	1
P35221	NM_001323983	1
P35221	NM_001323984	1
P35221	NM_001323987	1
P35221	NM_001323988	1
P35221	NM_001323989	1
P35221	NM_001323990	1
P35221	NM_001323991	1
P35221	NM_001323992	1
P35221	NM_001323993	1
P35221	NM_001323994	1
P35221	NM_001323995	1
P35221	NM_001323996	1
P35221	NM_001323997	1
P35221	NM_001323998	1
P35221	NM_001323999	1
P35221	NM_001324000	1
P35221	NM_001903	4
P35222	NM_001098209	1
P35222	NM_001098210	1
P35222	NM_001904	3
P35222	XM_005264886	2
P35222	XM_017005738	1
P35232	NM_001281496	1
P35232	NM_001281497	1
P35232	NM_001281715	1
P35232	NM_002634	3
P35232	XM_017024763	1
P35236	NM_002832	3
P35236	NM_080588	2
P35241	NM_001260492	1
P35241	NM_001260493	1
P35241	NM_001260494	1
P35241	NM_001260495	1
P35241	NM_001260496	1
P35241	NM_002906	3
P35249	NM_002916	3
P35249	NM_181573	2
P35250	NM_001278791	1
P35250	NM_001278792	1
P35250	NM_001278793	1
P35250	NM_002914	4
P35250	NM_181471	2
P35251	NM_001204747	1
P35251	NM_002913	4
P35268	NM_000983	3
P35269	NM_002096	2
P35462	NM_000796	5
P35462	NM_001282563	2
P35462	NM_001290809	1
P35462	NM_033663	5
P35573	NM_000028	2
P35573	NM_000642	2
P35573	NM_000643	2
P35573	NM_000644	2
P35573	NM_000646	2
P35573	XM_005270557	2
P35575	NM_000151	3
P35575	NM_001270397	1
P35579	NM_002473	5
P35579	XM_011530197	2
P35579	XM_017028803	1
P35579	XM_017028804	1
P35579	XM_017028805	1
P35579	XM_017028806	1
P35580	NM_001256012	1
P35580	NM_001256095	1
P35580	NM_005964	3
P35580	XM_017024680	1
P35580	XM_017024681	1
P35580	XM_017024682	1
P35606	NM_004766	2
P35606	XM_017007512	1
P35609	NM_001103	3
P35609	NM_001278343	1
P35609	NM_001278344	1
P35611	NM_001119	4
P35611	NM_001286645	1
P35611	NM_014189	3
P35611	NM_014190	3
P35611	NM_176801	2
P35611	XM_005247937	2
P35611	XM_017007704	1
P35611	XM_017007706	1
P35611	XM_017007707	1
P35611	XM_017007708	1
P35611	XM_017007709	1
P35611	XM_017007710	1
P35612	NM_001185054	1
P35612	NM_001185055	1
P35612	NM_001617	3
P35612	NM_017482	3
P35612	NM_017488	3
P35612	XM_011532502	2
P35613	NM_001322243	1
P35613	NM_001728	3
P35613	NM_198589	2
P35613	NM_198590	2
P35613	NM_198591	2
P35613	XM_017027173	1
P35637	NM_001170634	1
P35637	NM_004960	3
P35659	NM_001134709	1
P35659	NM_003472	3
P35749	NM_001040113	1
P35749	NM_001040114	1
P35749	NM_002474	2
P35749	NM_022844	2
P35749	XM_017023250	1
P35813	NM_021003	4
P35813	NM_177951	2
P35813	NM_177952	2
P35813	XM_005267779	1
P35813	XM_005267781	1
P35813	XM_011536878	1
P35813	XM_011536879	2
P35813	XM_011536880	2
P35813	XM_011536881	2
P35813	XM_011536882	2
P35813	XM_011536883	1
P35813	XM_011536884	1
P35813	XM_017021384	1
P35813	XM_017021385	1
P35813	XM_017021386	1
P35813	XM_017021387	1
P35913	NM_000283	3
P35913	NM_001145291	1
P35913	NM_001145292	1
P35913	XM_017008285	1
P35913	XM_017008286	1
P35968	NM_002253	2
P35998	NM_001204453	1
P35998	NM_002803	3
P36404	NM_001199745	1
P36404	NM_001667	3
P36405	NM_004311	3
P36405	XM_017016260	1
P36507	NM_030662	3
P36542	NM_001001973	2
P36542	NM_005174	3
P36543	NM_001039366	1
P36543	NM_001039367	1
P36543	NM_001696	3
P36578	NM_000968	3
P36776	NM_001276479	1
P36776	NM_001276480	1
P36776	NM_004793	3
P36873	NM_001244974	1
P36873	NM_002710	3
P36888	NM_004119	2
P36894	NM_004329	2
P36894	XM_011540103	2
P36894	XM_011540104	2
P36897	NM_001130916	2
P36897	NM_001306210	1
P36897	NM_004612	3
P36915	NM_005275	3
P36915	XM_005249015	3
P36955	NM_001329903	1
P36955	NM_002615	6
P36957	NM_001933	4
P36969	NM_001039847	2
P36969	NM_002085	4
P37023	NM_000020	2
P37023	NM_001077401	1
P37023	XM_005269235	2
P37108	NM_003134	5
P37173	NM_001024847	2
P37173	NM_003242	5
P37287	NM_002641	3
P37287	NM_020473	3
P37287	XM_017029581	1
P37802	NM_001277223	1
P37802	NM_001277224	1
P37802	NM_003564	2
P37837	NM_006755	1
P38159	NM_001164803	1
P38159	NM_002139	3
P38398	NM_007294	3
P38398	NM_007297	3
P38398	NM_007298	3
P38398	NM_007299	3
P38398	NM_007300	3
P38432	NM_004645	2
P38606	NM_001690	3
P38646	NM_004134	6
P38919	NM_014740	3
P38936	NM_000389	4
P38936	NM_001220777	1
P38936	NM_001220778	1
P38936	NM_001291549	1
P38936	NM_078467	2
P39019	NM_001022	3
P39019	NM_001321483	1
P39019	NM_001321484	1
P39023	NM_000967	3
P39656	NM_005216	4
P39748	NM_004111	5
P39877	NM_000929	2
P39877	XM_005245893	4
P39877	XM_011541587	2
P39877	XM_011541588	2
P39877	XM_011541589	2
P39877	XM_011541590	2
P39877	XM_011541591	2
P39877	XM_011541592	2
P40121	NM_001256139	1
P40121	NM_001256140	1
P40121	NM_001320732	1
P40121	NM_001320733	1
P40121	NM_001747	3
P40121	XM_011533122	1
P40121	XM_011533123	1
P40123	NM_006366	2
P40222	NM_175852	3
P40222	XM_017000562	1
P40227	NM_001009186	1
P40227	NM_001762	3
P40306	NM_002801	3
P40337	NM_000551	3
P40337	NM_198156	2
P40429	NM_001270491	1
P40429	NM_012423	3
P40692	NM_000249	3
P40692	NM_001167617	1
P40692	NM_001167618	1
P40692	NM_001167619	1
P40692	NM_001258271	1
P40692	NM_001258273	1
P40692	NM_001258274	1
P40692	XM_005265163	1
P40692	XM_005265164	1
P40763	NM_003150	3
P40763	NM_139276	2
P40763	NM_213662	1
P40763	XM_005257616	3
P40763	XM_005257617	3
P40763	XM_011525145	2
P40763	XM_011525146	2
P40763	XM_017024972	1
P40763	XM_017024975	1
P40925	NM_001199111	1
P40925	NM_001199112	1
P40925	NM_001316374	1
P40925	NM_005917	3
P40926	NM_001282403	1
P40926	NM_001282404	1
P40926	NM_005918	3
P40937	NM_001130112	3
P40937	NM_001130113	2
P40937	NM_007370	6
P40937	NM_181578	4
P40937	XM_011538643	2
P40937	XM_011538645	2
P40938	NM_002915	3
P40938	NM_181558	2
P40939	NM_000182	4
P41002	NM_001761	2
P41091	NM_001415	3
P41134	NM_002165	3
P41134	NM_181353	2
P41208	NM_004344	1
P41219	NM_006262	3
P41219	XM_005269025	1
P41220	NM_002923	3
P41225	NM_005634	2
P41227	NM_001256119	1
P41227	NM_003491	3
P41236	NM_001316325	1
P41236	NM_006241	7
P41250	NM_001316772	1
P41250	NM_002047	3
P41252	NM_002161	5
P41252	NM_013417	3
P41567	NM_005801	3
P41594	NM_000842	4
P41594	NM_001143831	2
P41594	XM_006718828	3
P41594	XM_011542792	1
P41594	XM_017017627	1
P41743	NM_002740	5
P42025	NM_005735	3
P42224	NM_007315	3
P42224	NM_139266	2
P42224	XM_006712718	1
P42229	NM_001288718	1
P42229	NM_001288719	1
P42229	NM_001288720	1
P42229	NM_003152	3
P42261	NM_000827	3
P42261	NM_001114183	1
P42261	NM_001258019	1
P42261	NM_001258021	1
P42261	NM_001258022	1
P42261	NM_001258023	1
P42262	NM_000826	3
P42262	NM_001083619	1
P42262	NM_001083620	1
P42262	XM_017008116	1
P42262	XM_017008117	1
P42263	NM_000828	4
P42263	NM_007325	4
P42285	NM_015360	4
P42330	NM_001253908	1
P42330	NM_003739	5
P42336	NM_006218	3
P42336	XM_006713658	3
P42336	XM_011512894	2
P42345	NM_004958	3
P42345	XM_005263438	2
P42356	NM_058004	3
P42574	NM_004346	3
P42574	NM_032991	2
P42574	XM_011532301	1
P42658	NM_130797	3
P42677	NM_001030	4
P42680	NM_003215	2
P42684	NM_001136000	2
P42684	NM_001136001	1
P42684	NM_001168236	1
P42684	NM_001168237	1
P42684	NM_001168238	1
P42684	NM_001168239	1
P42684	NM_005158	4
P42684	NM_007314	3
P42684	XM_005245088	2
P42685	NM_002031	2
P42685	XM_005266880	4
P42685	XM_005266881	2
P42685	XM_005266882	4
P42685	XM_011535653	2
P42685	XM_011535654	2
P42685	XM_011535655	2
P42685	XM_017010645	1
P42694	NM_014877	3
P42695	NM_015261	2
P42696	NM_001346738	1
P42696	NM_015014	3
P42704	NM_133259	3
P42766	NM_007209	3
P42858	NM_002111	8
P43003	NM_001166695	2
P43003	NM_001289940	1
P43003	NM_004172	4
P43003	XM_005248342	2
P43004	NM_001195728	2
P43004	NM_001252652	1
P43004	NM_004171	3
P43034	NM_000430	3
P43034	XM_017024699	1
P43034	XM_017024700	1
P43034	XM_017024701	1
P43119	NM_000960	3
P43155	XM_005251708	3
P43243	NM_001194954	1
P43243	NM_001194955	1
P43243	NM_001194956	1
P43243	NM_001282278	1
P43243	NM_018834	5
P43243	NM_199189	2
P43304	NM_000408	4
P43304	NM_001083112	2
P43304	XM_005246469	2
P43304	XM_011510977	2
P43304	XM_017003830	1
P43356	NM_001282501	1
P43356	NM_001282502	1
P43356	NM_001282504	1
P43356	NM_001282505	1
P43356	NM_001321400	1
P43356	NM_001321401	1
P43356	NM_001321402	1
P43356	NM_001321403	1
P43356	NM_001321404	1
P43356	NM_005361	3
P43356	NM_153488	4
P43356	NM_175742	2
P43356	NM_175743	2
P43356	XM_017029406	1
P43356	XM_017029519	1
P43358	NM_001011548	1
P43358	NM_001011549	1
P43358	NM_001011550	1
P43358	NM_002362	4
P43358	XM_005274678	3
P43358	XM_005274679	3
P43378	NM_002833	3
P43405	NM_001135052	3
P43405	NM_001174167	2
P43405	NM_001174168	2
P43405	NM_003177	6
P43405	XM_005252147	3
P43405	XM_011518946	2
P43487	NM_001278639	1
P43487	NM_001278640	1
P43487	NM_002882	3
P43628	NM_015868	2
P43897	NM_001172695	1
P43897	NM_001172696	1
P43897	NM_001172697	1
P43897	NM_005726	5
P45880	NM_001184783	2
P45880	NM_001184823	1
P45880	NM_001324088	1
P45880	NM_003375	4
P45973	NM_001127321	1
P45973	NM_001127322	1
P45973	NM_012117	2
P45974	NM_001098536	1
P45974	NM_003481	2
P45983	NM_001278547	1
P45983	NM_001278548	1
P45983	NM_001323302	1
P45983	NM_001323321	1
P45983	NM_001323322	1
P45983	NM_001323323	1
P45983	NM_001323324	1
P45983	NM_001323325	1
P45983	NM_001323326	1
P45983	NM_001323327	1
P45983	NM_001323328	1
P45983	NM_001323329	1
P45983	NM_001323330	1
P45983	NM_001323331	1
P45983	NM_139046	3
P45983	NM_139049	3
P45984	NM_001135044	1
P45984	NM_001308244	1
P45984	NM_002752	4
P45984	NM_139068	2
P45984	NM_139069	2
P45984	NM_139070	2
P45984	XM_006714891	2
P45984	XM_017009638	1
P45984	XM_017009641	1
P46013	NM_001145966	1
P46013	NM_002417	4
P46020	NM_001122670	1
P46020	NM_001172436	1
P46020	NM_002637	3
P46060	NM_001278651	1
P46060	NM_001317930	1
P46060	NM_002883	3
P46060	XM_006724289	3
P46060	XM_011530294	2
P46060	XM_011530295	2
P46060	XM_017028893	1
P46060	XM_017028894	1
P46060	XM_017028895	1
P46060	XM_017028896	1
P46060	XM_017028897	1
P46063	NM_002907	3
P46063	NM_032941	2
P46063	XM_005253461	3
P46063	XM_005253462	4
P46063	XM_005253463	3
P46063	XM_005253464	3
P46087	NM_001033714	2
P46087	NM_001258308	1
P46087	NM_001258309	1
P46087	NM_001258310	1
P46087	NM_006170	3
P46087	XM_005253691	1
P46100	NM_000489	4
P46100	NM_138270	3
P46109	NM_005207	3
P46459	NM_006178	3
P46531	NM_017617	4
P46776	NM_000990	4
P46777	NM_000969	3
P46778	NM_000982	3
P46779	NM_000991	4
P46779	NM_001136134	1
P46779	NM_001136135	1
P46779	NM_001136136	1
P46779	NM_001136137	1
P46781	NM_001013	3
P46781	NM_001321701	1
P46781	NM_001321702	1
P46781	NM_001321704	1
P46782	NM_001009	3
P46783	NM_001014	4
P46783	NM_001203245	2
P46783	NM_001204091	1
P46821	NM_005909	4
P46926	NM_005471	4
P46926	XM_006714747	2
P46926	XM_011537537	1
P46940	NM_003870	3
P47710	NM_001025104	1
P47710	NM_001890	1
P47710	XM_006714089	2
P47710	XM_006714090	2
P47712	NM_001311193	1
P47712	NM_024420	2
P47712	XM_011509642	2
P47736	NM_001145657	1
P47736	NM_001145658	1
P47736	NM_002885	2
P47736	XM_005245955	3
P47736	XM_017001970	1
P47736	XM_017001973	1
P47736	XM_017001984	1
P47736	XM_017001986	1
P47736	XM_017001987	1
P47736	XM_017001988	1
P47755	NM_006136	2
P47804	NM_001012720	1
P47804	NM_001012722	1
P47804	NM_002921	3
P47813	NM_001412	3
P47813	XM_016999709	1
P47893	NM_002551	3
P47895	NM_000693	3
P47895	NM_001293815	1
P47897	NM_001272073	1
P47897	NM_005051	2
P47914	NM_000992	2
P47929	NM_001042507	3
P47929	NM_002307	3
P47974	NM_006887	4
P47985	NM_006003	2
P48058	NM_000829	3
P48058	NM_001077243	2
P48058	NM_001077244	1
P48058	NM_001112812	1
P48058	XM_006718823	1
P48145	NM_005285	3
P48169	NM_000809	3
P48169	NM_001204266	1
P48169	NM_001204267	1
P48426	NM_001330062	1
P48426	NM_005028	4
P48426	XM_017016330	1
P48426	XM_017016331	1
P48436	NM_000346	3
P48444	NM_001142281	1
P48444	NM_001655	4
P48454	NM_001243974	1
P48454	NM_001243975	1
P48454	NM_005605	4
P48634	NM_004638	3
P48634	NM_080686	2
P48643	NM_001306155	1
P48643	NM_012073	4
P48729	NM_001025105	2
P48729	NM_001271741	1
P48729	NM_001271742	1
P48729	NM_001892	5
P48730	NM_001893	4
P48730	NM_139062	2
P48735	NM_001289910	1
P48735	NM_001290114	1
P48735	NM_002168	3
P49006	NM_023009	6
P49023	NM_001080855	2
P49023	NM_001243756	1
P49023	NM_002859	3
P49023	NM_025157	4
P49023	XM_017019743	1
P49207	NM_000995	4
P49207	NM_001319232	1
P49207	NM_001319234	1
P49207	NM_001319235	1
P49207	NM_001319236	1
P49207	NM_033625	3
P49327	NM_004104	4
P49327	XM_011523538	2
P49336	NM_001260	2
P49336	NM_001318368	1
P49368	NM_001008800	2
P49368	NM_005998	4
P49406	NM_014763	3
P49407	NM_004041	4
P49407	NM_020251	3
P49411	NM_003321	4
P49411	XM_017023619	1
P49418	NM_001635	3
P49418	NM_139316	2
P49419	NM_001182	4
P49419	NM_001201377	1
P49419	NM_001202404	1
P49448	NM_012084	3
P49450	NM_001042426	1
P49450	NM_001809	3
P49454	NM_016343	3
P49454	XM_017000086	1
P49458	NM_001130440	1
P49458	NM_003133	5
P49585	NM_001312673	1
P49585	NM_005017	3
P49588	NM_001605	2
P49590	NM_001278731	1
P49590	NM_001278732	1
P49590	NM_012208	3
P49591	NM_006513	3
P49619	NM_001080744	1
P49619	NM_001080745	1
P49619	NM_001346	2
P49674	NM_001289912	1
P49674	NM_001894	4
P49674	NM_152221	2
P49711	NM_001191022	1
P49711	NM_006565	3
P49711	XM_017022868	1
P49715	NM_001285829	1
P49715	NM_001287424	1
P49715	NM_001287435	1
P49715	NM_004364	4
P49720	NM_002795	3
P49721	NM_002794	4
P49736	NM_004526	3
P49750	NM_019589	2
P49756	NM_021239	2
P49756	XM_011537044	2
P49756	XM_011537045	2
P49759	NM_001162407	1
P49759	NM_004071	3
P49760	NM_001294338	1
P49760	NM_001294339	1
P49760	NM_003993	3
P49761	NM_001130028	1
P49761	NM_003992	4
P49761	XM_017021909	1
P49761	XM_017021910	1
P49765	NM_001243733	1
P49765	NM_003377	4
P49768	NM_000021	3
P49768	NM_007318	2
P49768	XM_005267864	2
P49768	XM_005267866	1
P49768	XM_011536971	2
P49768	XM_011536972	2
P49768	XM_011536973	1
P49768	XM_011536974	1
P49773	NM_005340	6
P49790	NM_001278209	1
P49790	NM_001278210	1
P49790	NM_005124	3
P49792	NM_006267	4
P49802	NM_001282773	1
P49802	NM_001282775	1
P49802	NM_001282778	1
P49802	NM_002924	5
P49802	XM_005273218	3
P49810	NM_000447	2
P49810	NM_012486	2
P49810	XM_005273199	3
P49810	XM_017001835	1
P49810	XM_017001836	1
P49815	NM_000548	4
P49815	NM_001077183	2
P49815	NM_001114382	2
P49815	NM_001318827	1
P49815	NM_001318829	1
P49815	NM_001318831	1
P49815	NM_001318832	1
P49815	XM_005255529	4
P49815	XM_017023616	1
P49840	NM_019884	2
P49841	NM_001146156	1
P49841	NM_002093	3
P49842	NM_004197	1
P49842	NM_032454	1
P49902	NM_001134373	2
P49902	NM_012229	4
P49902	XM_005269636	4
P49902	XM_005269639	4
P49913	NM_004345	4
P49916	NM_002311	4
P49916	NM_013975	3
P49916	XM_017024624	1
P49959	NM_005590	3
P49959	NM_005591	3
P49959	XM_011542837	2
P49959	XM_017017772	1
P49961	NM_001098175	1
P49961	NM_001164178	1
P49961	NM_001164181	1
P49961	NM_001164182	1
P49961	NM_001164183	1
P49961	NM_001312654	1
P49961	NM_001320916	1
P49961	NM_001776	5
P49961	XM_011540371	2
P49961	XM_011540377	2
P49961	XM_017016959	1
P50053	NM_000221	2
P50053	NM_006488	2
P50148	NM_002072	4
P50213	NM_005530	2
P50222	NM_005924	4
P50281	NM_004995	3
P50395	NM_001115156	1
P50395	NM_001494	3
